account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,total_call_minutes,total_charges,call_intensity,call_minutes_category,state_encoded
130,408,no,no,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,False,631.4,68.26,2.3385185185185184,High,72
155,408,yes,no,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,False,551.1999999999999,59.88,1.7610223642172522,Medium,65
87,415,no,no,0,198.3,80,33.71,187.0,89,15.9,133.5,96,6.01,16.6,4,4.48,2,False,518.8,60.099999999999994,1.9577358490566037,Low,73
81,415,no,no,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,True,748.7,87.27000000000001,3.599519230769231,Very High,78
99,510,no,no,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,False,487.3,50.44,1.441715976331361,Low,77
131,510,no,no,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,False,591.0,60.85,1.7589285714285714,High,60
89,510,no,no,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5,True,558.1999999999999,52.61,2.3355648535564852,Medium,80
123,415,yes,no,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4,True,506.3,45.34,1.5296072507552871,Low,65
130,510,no,yes,26,257.2,108,43.72,224.3,122,19.07,204.0,118,9.18,12.6,4,3.4,1,False,685.5,75.37,1.9698275862068966,Very High,65
99,415,no,no,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,False,440.4,44.08,1.7270588235294118,Low,53
36,408,no,no,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,False,635.7,61.85,1.7707520891364903,High,106
87,415,no,no,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3,False,554.0,49.43,1.8163934426229509,Medium,106
139,415,no,no,0,271.6,130,46.17,156.0,131,13.26,136.3,108,6.13,11.6,9,3.13,2,False,563.9000000000001,68.69,1.5281842818428186,Medium,106
189,510,no,no,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1,False,493.80000000000007,58.60000000000001,1.8563909774436094,Low,71
96,415,no,yes,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3,False,562.1,59.07000000000001,1.9653846153846155,Medium,62
112,408,no,no,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2,False,495.0,46.269999999999996,1.6610738255033557,Low,61
75,408,no,no,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10.0,14.3,3,3.86,1,False,654.4000000000001,67.88000000000001,2.2961403508771934,Very High,68
178,415,no,yes,35,175.4,88,29.82,190.0,65,16.15,138.7,94,6.24,10.5,3,2.84,2,False,504.09999999999997,55.05,2.0408906882591094,Low,62
112,415,no,no,0,266.0,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,True,786.8,81.07,2.703780068728522,Very High,60
108,415,no,yes,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0,False,491.1,51.910000000000004,1.6876288659793814,Low,68
100,510,no,no,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14.0,8,3.78,0,False,454.70000000000005,43.11,1.4859477124183007,Low,64
121,510,no,yes,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,0,False,665.5,67.57000000000001,1.9747774480712166,Very High,65
116,415,no,no,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10.0,6,2.7,1,False,469.6,39.620000000000005,1.6593639575971733,Low,60
161,415,no,no,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,False,528.6,57.12,2.1753086419753087,Medium,56
19,415,yes,no,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,0,False,627.0,67.42999999999999,1.9968152866242037,High,80
104,415,no,no,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,False,660.8000000000001,67.21,2.104458598726115,Very High,106
119,415,yes,yes,32,173.0,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,False,613.5,60.9,2.1526315789473682,High,73
125,415,no,no,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8.0,2,2.16,0,False,567.6,61.55999999999999,1.9306122448979592,Medium,70
156,510,no,no,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,False,604.9,66.27999999999999,1.6618131868131867,High,71
109,415,no,no,0,137.0,128,23.29,217.0,116,18.45,182.1,86,8.19,10.0,5,2.7,2,False,536.1,52.629999999999995,1.6245454545454545,Medium,77
95,510,no,no,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,False,508.20000000000005,49.940000000000005,1.6717105263157896,Low,56
90,408,no,no,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,False,542.8,48.52,1.7231746031746031,Medium,84
105,415,no,yes,21,147.0,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2,False,611.7,56.14,2.4665322580645164,High,65
101,510,no,no,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,False,687.3,68.87,2.1278637770897832,Very High,56
95,415,no,no,0,149.2,96,25.36,260.7,116,22.16,201.0,120,9.05,8.1,2,2.19,1,False,610.9,58.75999999999999,1.8400602409638553,High,84
123,415,no,no,0,204.4,88,34.75,137.5,111,11.69,226.0,100,10.17,10.0,4,2.7,0,False,567.9,59.31,1.8993311036789298,Medium,44
160,408,no,no,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,False,652.7,66.28000000000002,2.0987138263665597,Very High,83
141,510,no,yes,28,308.0,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2.0,1,False,708.6999999999999,82.3,2.001977401129943,Very High,80
87,415,no,no,0,58.0,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,False,311.4,27.08,0.8259946949602122,Low,106
81,415,no,no,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,False,649.5999999999999,63.519999999999996,2.517829457364341,Very High,62
75,415,no,yes,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4,False,667.8,69.55,2.393548387096774,Very High,34
126,408,no,yes,24,58.9,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0,False,523.3,46.4,1.8170138888888887,Medium,65
28,415,no,no,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,False,684.0999999999999,69.69,2.2503289473684207,Very High,62
153,415,no,no,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0,False,592.7,65.08999999999999,1.7080691642651298,High,63
97,408,no,yes,32,90.0,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2,True,551.5,49.44,1.796416938110749,Medium,56
115,408,no,no,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3.0,2,False,450.59999999999997,45.87,1.472549019607843,Low,71
95,408,no,no,0,237.3,83,40.34,154.0,65,13.09,237.0,105,10.67,11.2,6,3.02,1,False,628.3,67.12,2.4833992094861657,High,78
17,415,yes,no,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0,True,725.0999999999999,65.84,2.393069306930693,Very High,65
105,415,no,yes,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1,False,777.9000000000001,71.02000000000001,2.51747572815534,Very High,56
121,415,no,no,0,86.1,100,14.64,259.8,113,22.08,148.0,79,6.66,9.1,9,2.46,2,False,493.9,45.839999999999996,1.6914383561643835,Low,72
125,408,no,no,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2,False,614.5,65.86,2.1262975778546713,High,68
124,415,no,no,0,151.0,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,False,424.40000000000003,45.28,1.4241610738255035,Low,74
35,408,no,no,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,False,518.8,50.239999999999995,2.1349794238683124,Low,68
134,510,no,no,0,296.0,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,True,769.2,83.99,2.4974025974025977,Very High,77
123,510,no,yes,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78,3,False,672.5,68.64,2.8020833333333335,Very High,51
124,415,no,no,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3,False,699.2,70.75,2.419377162629758,Very High,66
133,510,no,no,0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,2,False,561.1,56.62,2.0256317689530685,Medium,106
185,415,no,yes,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0,False,605.4,59.8,1.8685185185185185,High,55
1,415,no,yes,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10.0,2,2.7,1,False,493.2,50.13,1.988709677419355,Low,60
107,415,no,no,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1,False,492.59999999999997,61.48,1.3459016393442622,Low,70
91,415,no,yes,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1,False,561.2,56.290000000000006,1.8582781456953643,Medium,83
178,408,yes,no,0,124.5,134,21.17,141.2,78,12.0,268.2,113,12.07,11.4,2,3.08,2,True,533.9,48.32,1.6427692307692308,Medium,73
123,415,no,no,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1,False,686.0,69.19000000000001,2.5984848484848486,Very High,65
170,415,no,no,0,285.7,44,48.57,167.5,144,14.24,260.0,97,11.7,8.7,4,2.35,1,True,713.2,76.86,2.502456140350877,Very High,72
135,415,no,no,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1,False,584.2,58.88,2.309090909090909,High,53
85,408,no,no,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,False,594.4,58.05,2.0710801393728224,High,45
134,415,no,yes,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3.0,2,False,478.40000000000003,55.949999999999996,1.4029325513196482,Low,78
148,415,no,yes,36,77.6,141,13.19,207.0,60,17.6,255.7,115,11.51,10.9,2,2.94,1,False,540.3,45.239999999999995,1.7098101265822783,Medium,53
93,415,no,no,0,271.1,101,46.09,237.4,133,20.18,145.4,103,6.54,8.4,6,2.27,1,True,653.9,75.08000000000001,1.9403560830860533,Very High,74
138,415,no,no,0,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,11.6,1,3.13,0,False,511.0,62.01,1.7380952380952381,Low,64
159,510,no,no,0,114.8,98,19.52,192.6,101,16.37,259.0,108,11.66,12.2,5,3.29,0,False,566.4,50.839999999999996,1.8449511400651466,Medium,78
103,415,no,yes,34,138.8,80,23.6,142.0,108,12.07,183.8,77,8.27,11.8,7,3.19,1,False,464.6,47.129999999999995,1.7532075471698114,Low,61
150,408,no,yes,27,209.8,112,35.67,155.0,80,13.18,251.5,111,11.32,7.2,6,1.94,0,False,616.3,62.11,2.0339933993399337,High,65
37,408,no,no,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3,False,619.5,58.64,1.816715542521994,High,74
33,415,yes,no,0,164.0,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,4,1.73,0,False,440.90000000000003,48.19,1.4455737704918035,Low,55
55,415,no,no,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1,False,579.9,66.96,2.1719101123595506,Medium,60
134,408,no,yes,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,False,451.0,42.81,1.346268656716418,Low,74
107,408,no,no,0,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51,2,False,467.6,42.19,1.585084745762712,Low,74
80,408,no,yes,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,False,661.8000000000001,64.86,1.9579881656804736,Very High,65
78,408,no,no,0,108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,5,2.13,1,True,541.1,48.449999999999996,1.5415954415954416,Medium,65
85,408,no,yes,17,89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,7,2.51,4,True,488.7,45.06,1.7516129032258063,Low,68
61,415,no,yes,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10.0,3,2.7,2,False,699.8000000000001,73.25,2.242948717948718,Very High,52
97,415,no,yes,32,183.4,94,31.18,269.1,120,22.87,203.5,38,9.16,6.7,4,1.81,5,False,656.0,65.02,2.6031746031746033,Very High,61
136,408,yes,no,0,183.4,103,31.18,141.9,113,12.06,200.4,122,9.02,10.4,9,2.81,2,False,525.7,55.07000000000001,1.5553254437869823,Medium,78
135,408,no,no,0,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,9,1.03,3,False,475.70000000000005,47.27,1.7883458646616543,Low,84
87,415,no,yes,19,165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0.0,0,0.0,1,False,602.4000000000001,55.32,2.084429065743945,High,34
165,510,no,no,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0,False,633.4000000000001,69.09,2.595901639344263,High,78
148,415,no,no,0,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2,True,761.7,79.39,2.626551724137931,Very High,66
99,415,no,no,0,174.1,102,29.6,99.1,118,8.42,211.6,126,9.52,7.7,2,2.08,2,False,484.79999999999995,49.620000000000005,1.4011560693641618,Low,60
123,415,no,no,0,175.7,78,29.87,184.6,96,15.69,156.9,92,7.06,9.1,2,2.46,2,False,517.1999999999999,55.080000000000005,1.9443609022556387,Low,106
127,415,yes,no,0,256.5,87,43.61,222.1,101,18.88,156.7,122,7.05,13.0,3,3.51,1,False,635.3,73.05,2.0493548387096774,High,62
151,415,no,no,0,170.2,89,28.93,187.5,83,15.94,119.5,100,5.38,4.3,3,1.16,0,False,477.2,51.41,1.7544117647058823,Low,77
185,408,no,no,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1,False,547.9,55.03,1.9157342657342658,Medium,34
65,415,no,yes,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,False,565.5,60.62,1.8125,Medium,70
58,510,no,no,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89,4,False,617.6,67.91,1.9180124223602486,High,77
104,415,no,no,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84,2,False,459.9,44.08,1.6908088235294116,Low,61
44,415,no,no,0,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,8.3,3,2.24,0,False,633.7,62.6,1.8860119047619048,High,72
58,408,no,no,0,174.4,112,29.65,265.8,122,22.59,182.4,87,8.21,0.0,0,0.0,4,False,622.6,60.449999999999996,1.939563862928349,High,65
108,415,no,no,0,210.6,117,35.8,164.2,103,13.96,201.4,68,9.06,9.4,5,2.54,0,False,576.1999999999999,61.36,2.000694444444444,Medium,72
132,510,no,no,0,121.5,88,20.66,253.0,124,21.51,195.7,120,8.81,10.7,4,2.89,1,False,570.2,53.870000000000005,1.7174698795180725,Medium,84
80,415,no,no,0,127.8,67,21.73,181.6,112,15.44,197.3,63,8.88,15.9,2,4.29,2,False,506.7,50.34,2.093801652892562,Low,61
162,415,no,no,0,135.2,98,22.98,242.0,107,20.57,246.9,96,11.11,10.2,2,2.75,2,False,624.1,57.41,2.073421926910299,High,78
110,510,no,no,0,99.4,62,16.9,275.0,86,23.38,212.1,94,9.54,16.7,3,4.51,2,False,586.5,54.33,2.4235537190082646,High,59
96,415,no,no,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,True,778.1999999999999,82.29,2.5431372549019606,Very High,66
168,408,no,no,0,163.4,134,27.78,240.1,87,20.41,164.0,147,7.38,11.6,2,3.13,2,True,567.5,58.7,1.5421195652173914,Medium,83
72,510,no,no,0,287.4,116,48.86,235.3,126,20.0,292.1,114,13.14,5.0,3,1.35,4,True,814.8000000000001,83.35,2.2887640449438202,Very High,71
125,408,no,yes,23,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75,1,False,506.8,49.73,1.5887147335423197,Low,66
170,510,no,no,0,184.1,106,31.3,204.9,70,17.42,224.3,133,10.09,9.8,3,2.65,2,False,613.3,61.46,1.9847896440129449,High,54
71,510,no,no,0,185.0,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,False,608.6,63.83,2.0630508474576272,High,52
124,415,no,no,0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,False,425.5,48.51,1.1885474860335195,Low,60
68,415,no,no,0,207.6,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2,False,650.8,68.24,2.236426116838488,Very High,70
97,415,no,no,0,209.2,134,35.56,0.0,0,0.0,175.4,94,7.89,11.8,6,3.19,1,False,384.6,46.64,1.686842105263158,Low,72
98,510,yes,no,0,158.4,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,False,609.2,60.05,2.648695652173913,High,58
24,408,no,no,0,149.0,73,25.33,131.0,81,11.14,238.6,69,10.74,8.6,3,2.32,2,True,518.6,49.53,2.325560538116592,Low,54
136,510,no,no,0,204.5,63,34.77,208.8,95,17.75,224.0,119,10.08,9.8,2,2.65,0,False,637.3,65.25,2.3007220216606497,High,54
44,408,no,no,0,288.8,86,49.1,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57,0,True,680.1,76.30999999999999,2.4376344086021504,Very High,61
96,415,no,yes,40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,False,441.3,45.3,1.219060773480663,Low,59
31,415,no,no,0,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7.0,5,1.89,1,False,446.59999999999997,44.589999999999996,1.4547231270358305,Low,61
72,415,no,no,0,166.5,102,28.31,261.0,103,22.19,262.7,85,11.82,13.3,5,3.59,0,False,690.2,65.91,2.3800000000000003,Very High,80
24,415,no,no,0,156.2,104,26.55,90.0,101,7.65,205.1,116,9.23,7.3,5,1.97,1,False,451.29999999999995,45.400000000000006,1.4059190031152646,Low,53
112,415,no,yes,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,False,731.7,74.46,2.497269624573379,Very High,60
117,415,yes,no,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10.0,3,2.7,1,True,700.2,80.52000000000001,2.4312500000000004,Very High,54
137,415,no,yes,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,False,628.0,61.93,1.789173789173789,High,70
136,408,no,no,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,False,395.3,41.989999999999995,1.4973484848484848,Low,45
95,415,no,no,0,157.9,103,26.84,259.6,90,22.07,230.0,117,10.35,14.0,2,3.78,0,False,647.5,63.04,2.088709677419355,Very High,72
82,415,no,yes,19,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,4.1,4,1.11,1,False,591.9,55.92,2.348809523809524,High,78
145,415,no,no,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9.0,13,2.43,1,True,773.2,79.42,2.401242236024845,Very High,62
56,415,yes,no,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,False,630.0,62.03,2.1649484536082473,High,59
155,408,yes,no,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10.0,5,2.7,2,False,551.4,64.96000000000001,1.5532394366197182,Medium,84
133,408,no,no,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,True,561.1,51.129999999999995,1.7317901234567903,Medium,78
53,415,no,no,0,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,False,565.5999999999999,51.48,1.8544262295081964,Medium,72
123,415,no,no,0,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,True,736.9,74.69,2.384789644012945,Very High,77
136,415,no,no,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,False,662.4000000000001,62.86,2.268493150684932,Very High,54
57,415,no,no,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3,False,577.1,56.68,1.7594512195121952,Medium,72
62,408,no,no,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,False,491.79999999999995,47.78,1.5762820512820512,Low,106
112,415,no,no,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,False,490.50000000000006,45.32,1.7455516014234878,Low,62
55,415,no,yes,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,False,623.9,63.99,1.9869426751592356,High,73
95,408,no,no,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,True,600.0999999999999,53.43,2.0070234113712373,High,68
125,415,no,no,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,False,653.7,69.42999999999999,2.4483146067415733,Very High,83
1,415,no,no,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10.0,3,2.7,5,True,469.3,51.980000000000004,1.635191637630662,Low,72
98,415,no,yes,36,168.0,81,28.56,163.2,125,13.87,172.7,120,7.77,8.0,2,2.16,6,True,503.9,52.36,1.5457055214723925,Low,59
105,415,no,no,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1,False,611.1,67.41,2.016831683168317,High,60
113,415,no,yes,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,False,602.2,60.550000000000004,2.1740072202166068,High,73
99,408,no,no,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,True,704.5999999999999,74.47,3.145535714285714,Very High,78
103,415,no,no,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,False,459.59999999999997,49.38,1.3019830028328612,Low,78
177,408,no,no,0,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,5,2.16,1,False,606.6,64.39999999999999,2.1359154929577464,High,106
149,415,no,yes,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,False,574.5,58.16,1.7098214285714286,Medium,60
160,415,no,no,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,True,725.0,76.57000000000001,1.954177897574124,Very High,74
116,408,no,no,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,False,510.5,47.50000000000001,2.0257936507936507,Low,66
90,415,no,yes,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1,False,578.4,52.589999999999996,1.9808219178082191,Medium,62
148,415,yes,no,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,True,543.5,63.74000000000001,2.182730923694779,Medium,73
147,415,no,yes,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,True,550.5,57.8,1.7043343653250773,Medium,68
95,510,no,no,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,False,470.8,39.35,1.4758620689655173,Low,61
201,510,no,no,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1,False,633.0,65.97,2.425287356321839,High,72
80,415,no,no,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,False,518.5,50.730000000000004,1.7399328859060403,Low,106
122,415,yes,no,0,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,5,3.11,1,False,601.0,57.19,1.9576547231270358,High,55
132,408,no,no,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,False,568.4,57.730000000000004,1.8217948717948718,Medium,68
83,510,no,no,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13.0,5,3.51,1,False,671.6,68.44,2.478228782287823,Very High,72
99,408,no,no,0,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7,True,553.1,52.56,1.8134426229508198,Medium,53
84,415,no,no,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3,True,702.9,74.75,2.350836120401338,Very High,70
46,415,no,no,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,False,484.2,46.37,2.1330396475770925,Low,83
87,510,no,no,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,False,651.2,59.839999999999996,1.7365333333333335,Very High,78
150,415,no,no,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,False,649.0,65.78,2.1278688524590166,Very High,53
73,408,no,no,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,False,462.3,54.76,1.791860465116279,Low,70
7,415,no,no,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11.0,5,2.97,3,False,646.3,69.13,2.6165991902834005,Very High,71
89,415,no,yes,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,False,541.2,56.75,1.5732558139534885,Medium,78
131,408,yes,no,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,True,389.0,41.25,1.4301470588235294,Low,83
105,415,no,no,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,False,656.9,72.22,2.8685589519650656,Very High,77
108,408,yes,no,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,True,462.5,47.379999999999995,1.7193308550185873,Low,73
47,415,no,yes,28,172.9,109,29.39,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1,False,514.3,52.50000000000001,1.6483974358974358,Low,73
101,415,yes,no,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,False,494.1,48.97,1.4575221238938054,Low,63
182,415,no,yes,24,128.1,104,21.78,143.4,127,12.19,191.0,98,8.59,11.6,3,3.13,1,False,462.5,45.690000000000005,1.405775075987842,Low,80
161,408,no,no,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,False,561.0999999999999,60.010000000000005,2.4290043290043286,Medium,78
128,408,no,no,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,True,722.0,74.57000000000001,2.5512367491166077,Very High,73
69,415,no,yes,31,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,13.2,2,3.56,2,False,539.5,59.870000000000005,1.9131205673758864,Medium,64
113,408,no,yes,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,False,347.5,30.209999999999997,1.3212927756653992,Low,77
